Table: Viscosity [G]
Temperature {K} 	Pressure {kPa} 	Viscosity {Pa·s} 	Uncertainty {Pa·s} 
323	4600	1.7655e-5	1.2e-8
323	4800	1.7769e-5	1.3e-8
323	5000	1.7889e-5	1.4e-8
323	5200	1.8015e-5	1.6e-8
323	5400	1.8150e-5	1.8e-8
323	5600	1.8293e-5	2.1e-8
323	5800	1.8445e-5	2.4e-8
323	6000	1.8608e-5	2.8e-8
323	6200	1.8784e-5	3.2e-8
323	6400	1.8974e-5	3.8e-8
323	6600	1.9180e-5	4.4e-8
323	6800	1.9406e-5	5.3e-8
323	7000	1.9654e-5	6.3e-8
323	7200	1.9930e-5	7.6e-8
323	7400	2.0240e-5	9.2e-8
323	7600	2.059e-5	1.1e-7
323	7800	2.100e-5	1.4e-7
323	8000	2.147e-5	1.7e-7
323	8200	2.203e-5	2.1e-7
323	8400	2.272e-5	2.5e-7
323	8600	2.421e-5	3.9e-7
323	8800	2.540e-5	4.5e-7
323	9000	2.689e-5	5.2e-7
323	9200	2.869e-5	5.8e-7
323	9400	3.068e-5	6.5e-7
323	9600	3.272e-5	7e-7
323	9800	3.468e-5	7.2e-7
323	10000	3.648e-5	7.2e-7
324	0.05	1.60e-5	1.6e-6
324	200	1.6087100e-5	1.9e-11
324	400	1.6137600e-5	7.5e-11
324	600	1.618960e-5	1.7e-10
324	800	1.624300e-5	3e-10
324	1000	1.629800e-5	4.8e-10
324	1200	1.635460e-5	6.9e-10
324	1400	1.641300e-5	9.4e-10
324	1600	1.64731e-5	1.2e-9
324	1800	1.65351e-5	1.6e-9
324	2000	1.65992e-5	1.9e-9
324	2200	1.66654e-5	2.4e-9
324	2400	1.67338e-5	2.8e-9
324	2600	1.68046e-5	3.3e-9
324	2800	1.68780e-5	3.9e-9
324	3000	1.69541e-5	4.4e-9
324	3200	1.70331e-5	5.1e-9
324	3400	1.71153e-5	5.8e-9
324	3600	1.72007e-5	6.5e-9
324	3800	1.72898e-5	7.3e-9
324	4000	1.73827e-5	8.2e-9
324	4200	1.74799e-5	9.1e-9
324	4400	1.7582e-5	1e-8
324	4600	1.7688e-5	1.1e-8
324	4800	1.7800e-5	1.3e-8
324	5000	1.7918e-5	1.4e-8
324	5200	1.8043e-5	1.6e-8
324	5400	1.8175e-5	1.8e-8
324	5600	1.8315e-5	2e-8
324	5800	1.8464e-5	2.3e-8
324	6000	1.8624e-5	2.7e-8
324	6200	1.8795e-5	3.1e-8
324	6400	1.8979e-5	3.6e-8
324	6600	1.9178e-5	4.2e-8
324	6800	1.9396e-5	5e-8
324	7000	1.9634e-5	5.9e-8
324	7200	1.9897e-5	7.1e-8
324	7400	2.0190e-5	8.6e-8
324	7600	2.052e-5	1e-7
324	7800	2.089e-5	1.3e-7
324	8000	2.133e-5	1.5e-7
324	8200	2.184e-5	1.9e-7
324	8400	2.244e-5	2.3e-7
324	8600	2.376e-5	3.5e-7
324	8800	2.476e-5	4.1e-7
324	9000	2.599e-5	4.7e-7
324	9200	2.749e-5	5.2e-7
324	9400	2.922e-5	5.8e-7
324	9600	3.109e-5	6.3e-7
324	9800	3.297e-5	6.8e-7
324	10000	3.478e-5	7e-7
325	0.05	1.61e-5	1.6e-6
325	200	1.6133600e-5	1.8e-11
325	400	1.6183900e-5	7.4e-11
325	600	1.623570e-5	1.7e-10
325	800	1.628890e-5	3e-10
325	1000	1.634360e-5	4.7e-10
325	1200	1.639990e-5	6.8e-10
325	1400	1.645790e-5	9.3e-10
325	1600	1.65177e-5	1.2e-9
325	1800	1.65794e-5	1.5e-9
325	2000	1.66431e-5	1.9e-9
325	2200	1.67089e-5	2.3e-9
325	2400	1.67769e-5	2.8e-9
325	2600	1.68472e-5	3.3e-9
325	2800	1.69200e-5	3.8e-9
325	3000	1.69956e-5	4.4e-9
325	3200	1.70739e-5	5e-9
325	3400	1.71553e-5	5.7e-9
325	3600	1.72400e-5	6.4e-9
325	3800	1.73282e-5	7.2e-9
325	4000	1.74201e-5	8.1e-9
325	4200	1.75162e-5	9e-9
325	4400	1.7617e-5	1e-8
325	4600	1.7722e-5	1.1e-8
325	4800	1.7833e-5	1.2e-8
325	5000	1.7949e-5	1.4e-8
325	5200	1.8071e-5	1.5e-8
325	5400	1.8201e-5	1.7e-8
325	5600	1.8338e-5	2e-8
325	5800	1.8484e-5	2.2e-8
325	6000	1.8640e-5	2.6e-8
325	6200	1.8807e-5	3e-8
325	6400	1.8986e-5	3.4e-8
325	6600	1.9179e-5	4e-8
325	6800	1.9389e-5	4.7e-8
325	7000	1.9618e-5	5.6e-8
325	7200	1.9869e-5	6.7e-8
325	7400	2.0148e-5	8e-8
325	7600	2.0458e-5	9.6e-8
325	7800	2.081e-5	1.2e-7
325	8000	2.121e-5	1.4e-7
325	8200	2.167e-5	1.7e-7
325	8400	2.221e-5	2e-7
325	8600	2.341e-5	3.3e-7
325	8800	2.426e-5	3.7e-7
325	9000	2.530e-5	4.2e-7
325	9200	2.656e-5	4.7e-7
325	9400	2.804e-5	5.2e-7
325	9600	2.970e-5	5.7e-7
325	9800	3.144e-5	6.2e-7
325	10000	3.319e-5	6.6e-7
326	0.05	1.61e-5	1.6e-6
326	200	1.6180100e-5	1.8e-11
326	400	1.6230200e-5	7.3e-11
326	600	1.628170e-5	1.7e-10
326	800	1.633460e-5	3e-10
326	1000	1.638910e-5	4.7e-10
326	1200	1.644520e-5	6.7e-10
326	1400	1.650290e-5	9.2e-10
326	1600	1.65624e-5	1.2e-9
326	1800	1.66237e-5	1.5e-9
326	2000	1.66870e-5	1.9e-9
326	2200	1.67524e-5	2.3e-9
326	2400	1.68199e-5	2.7e-9
326	2600	1.68898e-5	3.2e-9
326	2800	1.69621e-5	3.8e-9
326	3000	1.70370e-5	4.3e-9
326	3200	1.71147e-5	5e-9
326	3400	1.71954e-5	5.6e-9
326	3600	1.72793e-5	6.3e-9
326	3800	1.73666e-5	7.1e-9
326	4000	1.74576e-5	7.9e-9
326	4200	1.75526e-5	8.8e-9
326	4400	1.76519e-5	9.8e-9
326	4600	1.7756e-5	1.1e-8
326	4800	1.7865e-5	1.2e-8
326	5000	1.7979e-5	1.4e-8
326	5200	1.8100e-5	1.5e-8
326	5400	1.8227e-5	1.7e-8
326	5600	1.8362e-5	1.9e-8
326	5800	1.8505e-5	2.2e-8
326	6000	1.8657e-5	2.5e-8
326	6200	1.8820e-5	2.8e-8
326	6400	1.8994e-5	3.3e-8
326	6600	1.9182e-5	3.8e-8
326	6800	1.9385e-5	4.5e-8
326	7000	1.9605e-5	5.3e-8
326	7200	1.9846e-5	6.3e-8
326	7400	2.0112e-5	7.4e-8
326	7600	2.0406e-5	8.9e-8
326	7800	2.074e-5	1.1e-7
326	8000	2.111e-5	1.3e-7
326	8200	2.153e-5	1.5e-7
326	8400	2.203e-5	1.8e-7
326	8600	2.312e-5	3.1e-7
326	8800	2.387e-5	3.4e-7
326	9000	2.476e-5	3.9e-7
326	9200	2.583e-5	4.3e-7
326	9400	2.710e-5	4.8e-7
326	9600	2.854e-5	5.2e-7
326	9800	3.012e-5	5.6e-7
326	10000	3.175e-5	6.1e-7
327	0.05	1.62e-5	1.6e-6
327	200	1.6226500e-5	1.8e-11
327	400	1.6276400e-5	7.3e-11
327	600	1.632770e-5	1.6e-10
327	800	1.638040e-5	2.9e-10
327	1000	1.643460e-5	4.6e-10
327	1200	1.649040e-5	6.7e-10
327	1400	1.654780e-5	9.1e-10
327	1600	1.66070e-5	1.2e-9
327	1800	1.66680e-5	1.5e-9
327	2000	1.67309e-5	1.9e-9
327	2200	1.67958e-5	2.3e-9
327	2400	1.68629e-5	2.7e-9
327	2600	1.69323e-5	3.2e-9
327	2800	1.70041e-5	3.7e-9
327	3000	1.70785e-5	4.3e-9
327	3200	1.71556e-5	4.9e-9
327	3400	1.72356e-5	5.5e-9
327	3600	1.73187e-5	6.3e-9
327	3800	1.74052e-5	7e-9
327	4000	1.74952e-5	7.8e-9
327	4200	1.75892e-5	8.7e-9
327	4400	1.76873e-5	9.7e-9
327	4600	1.7790e-5	1.1e-8
327	4800	1.7898e-5	1.2e-8
327	5000	1.8010e-5	1.3e-8
327	5200	1.8129e-5	1.5e-8
327	5400	1.8254e-5	1.7e-8
327	5600	1.8387e-5	1.9e-8
327	5800	1.8527e-5	2.1e-8
327	6000	1.8676e-5	2.4e-8
327	6200	1.8835e-5	2.7e-8
327	6400	1.9004e-5	3.2e-8
327	6600	1.9187e-5	3.7e-8
327	6800	1.9383e-5	4.3e-8
327	7000	1.9596e-5	5e-8
327	7200	1.9828e-5	5.9e-8
327	7400	2.0082e-5	7e-8
327	7600	2.0362e-5	8.3e-8
327	7800	2.0673e-5	9.9e-8
327	8000	2.102e-5	1.2e-7
327	8200	2.142e-5	1.4e-7
327	8400	2.187e-5	1.7e-7
327	8600	2.288e-5	2.9e-7
327	8800	2.354e-5	3.2e-7
327	9000	2.433e-5	3.6e-7
327	9200	2.525e-5	4e-7
327	9400	2.634e-5	4.4e-7
327	9600	2.760e-5	4.8e-7
327	9800	2.900e-5	5.2e-7
327	10000	3.050e-5	5.6e-7
328	0.05	1.62e-5	1.6e-6
328	200	1.6272900e-5	1.8e-11
328	400	1.6322600e-5	7.2e-11
328	600	1.637360e-5	1.6e-10
328	800	1.642610e-5	2.9e-10
328	1000	1.648000e-5	4.6e-10
328	1200	1.653550e-5	6.6e-10
328	1400	1.659270e-5	9e-10
328	1600	1.66515e-5	1.2e-9
328	1800	1.67122e-5	1.5e-9
328	2000	1.67747e-5	1.9e-9
328	2200	1.68393e-5	2.3e-9
328	2400	1.69060e-5	2.7e-9
328	2600	1.69749e-5	3.2e-9
328	2800	1.70461e-5	3.7e-9
328	3000	1.71199e-5	4.2e-9
328	3200	1.71964e-5	4.8e-9
328	3400	1.72758e-5	5.5e-9
328	3600	1.73581e-5	6.2e-9
328	3800	1.74438e-5	6.9e-9
328	4000	1.75330e-5	7.7e-9
328	4200	1.76259e-5	8.6e-9
328	4400	1.77229e-5	9.5e-9
328	4600	1.7824e-5	1.1e-8
328	4800	1.7930e-5	1.2e-8
328	5000	1.8042e-5	1.3e-8
328	5200	1.8159e-5	1.4e-8
328	5400	1.8282e-5	1.6e-8
328	5600	1.8412e-5	1.8e-8
328	5800	1.8549e-5	2e-8
328	6000	1.8695e-5	2.3e-8
328	6200	1.8850e-5	2.6e-8
328	6400	1.9016e-5	3e-8
328	6600	1.9193e-5	3.5e-8
328	6800	1.9384e-5	4.1e-8
328	7000	1.9590e-5	4.8e-8
328	7200	1.9813e-5	5.6e-8
328	7400	2.0056e-5	6.6e-8
328	7600	2.0323e-5	7.8e-8
328	7800	2.0618e-5	9.2e-8
328	8000	2.095e-5	1.1e-7
328	8200	2.131e-5	1.3e-7
328	8400	2.173e-5	1.5e-7
328	8600	2.268e-5	2.8e-7
328	8800	2.327e-5	3.1e-7
328	9000	2.397e-5	3.4e-7
328	9200	2.478e-5	3.7e-7
328	9400	2.573e-5	4.1e-7
328	9600	2.683e-5	4.5e-7
328	9800	2.806e-5	4.8e-7
328	10000	2.941e-5	5.2e-7
329	0.05	1.63e-5	1.6e-6
329	200	1.6319200e-5	1.8e-11
329	400	1.6368700e-5	7.1e-11
329	600	1.641950e-5	1.6e-10
329	800	1.647180e-5	2.9e-10
329	1000	1.652550e-5	4.5e-10
329	1200	1.658070e-5	6.5e-10
329	1400	1.663750e-5	8.9e-10
329	1600	1.66961e-5	1.2e-9
329	1800	1.67564e-5	1.5e-9
329	2000	1.68186e-5	1.8e-9
329	2200	1.68827e-5	2.2e-9
329	2400	1.69490e-5	2.7e-9
329	2600	1.70174e-5	3.1e-9
329	2800	1.70882e-5	3.6e-9
329	3000	1.71614e-5	4.2e-9
329	3200	1.72373e-5	4.8e-9
329	3400	1.73160e-5	5.4e-9
329	3600	1.73977e-5	6.1e-9
329	3800	1.74825e-5	6.8e-9
329	4000	1.75708e-5	7.6e-9
329	4200	1.76627e-5	8.5e-9
329	4400	1.77586e-5	9.4e-9
329	4600	1.7859e-5	1e-8
329	4800	1.7964e-5	1.2e-8
329	5000	1.8073e-5	1.3e-8
329	5200	1.8189e-5	1.4e-8
329	5400	1.8310e-5	1.6e-8
329	5600	1.8438e-5	1.8e-8
329	5800	1.8573e-5	2e-8
329	6000	1.8715e-5	2.2e-8
329	6200	1.8867e-5	2.6e-8
329	6400	1.9029e-5	2.9e-8
329	6600	1.9201e-5	3.4e-8
329	6800	1.9387e-5	3.9e-8
329	7000	1.9586e-5	4.5e-8
329	7200	1.9801e-5	5.3e-8
329	7400	2.0035e-5	6.2e-8
329	7600	2.0291e-5	7.3e-8
329	7800	2.0572e-5	8.6e-8
329	8000	2.088e-5	1e-7
329	8200	2.123e-5	1.2e-7
329	8400	2.162e-5	1.4e-7
329	8600	2.250e-5	2.7e-7
329	8800	2.305e-5	2.9e-7
329	9000	2.367e-5	3.2e-7
329	9200	2.440e-5	3.5e-7
329	9400	2.523e-5	3.8e-7
329	9600	2.620e-5	4.2e-7
329	9800	2.729e-5	4.5e-7
329	10000	2.849e-5	4.8e-7
330	0.05	1.63e-5	1.6e-6
330	200	1.6365500e-5	1.8e-11
330	400	1.6414800e-5	7e-11
330	600	1.646540e-5	1.6e-10
330	800	1.651740e-5	2.8e-10
330	1000	1.657080e-5	4.5e-10
330	1200	1.662580e-5	6.4e-10
330	1400	1.668230e-5	8.8e-10
330	1600	1.67406e-5	1.2e-9
330	1800	1.68006e-5	1.5e-9
330	2000	1.68624e-5	1.8e-9
330	2200	1.69262e-5	2.2e-9
330	2400	1.69920e-5	2.6e-9
330	2600	1.70600e-5	3.1e-9
330	2800	1.71302e-5	3.6e-9
330	3000	1.72029e-5	4.1e-9
330	3200	1.72782e-5	4.7e-9
330	3400	1.73563e-5	5.3e-9
330	3600	1.74372e-5	6e-9
330	3800	1.75213e-5	6.7e-9
330	4000	1.76087e-5	7.5e-9
330	4200	1.76997e-5	8.3e-9
330	4400	1.77945e-5	9.2e-9
330	4600	1.7894e-5	1e-8
330	4800	1.7997e-5	1.1e-8
330	5000	1.8105e-5	1.3e-8
330	5200	1.8219e-5	1.4e-8
330	5400	1.8338e-5	1.5e-8
330	5600	1.8464e-5	1.7e-8
330	5800	1.8596e-5	1.9e-8
330	6000	1.8736e-5	2.2e-8
330	6200	1.8885e-5	2.5e-8
330	6400	1.9043e-5	2.8e-8
330	6600	1.9211e-5	3.2e-8
330	6800	1.9391e-5	3.7e-8
330	7000	1.9584e-5	4.3e-8
330	7200	1.9793e-5	5e-8
330	7400	2.0018e-5	5.9e-8
330	7600	2.0263e-5	6.9e-8
330	7800	2.0531e-5	8e-8
330	8000	2.0826e-5	9.4e-8
330	8200	2.115e-5	1.1e-7
330	8400	2.152e-5	1.3e-7
330	8600	2.235e-5	2.7e-7
330	8800	2.285e-5	2.8e-7
330	9000	2.342e-5	3e-7
330	9200	2.407e-5	3.3e-7
330	9400	2.482e-5	3.6e-7
330	9600	2.567e-5	3.9e-7
330	9800	2.664e-5	4.3e-7
330	10000	2.772e-5	4.5e-7
331	0.05	1.64e-5	1.6e-6
331	200	1.6411700e-5	1.7e-11
331	400	1.6460800e-5	7e-11
331	600	1.651120e-5	1.6e-10
331	800	1.656290e-5	2.8e-10
331	1000	1.661610e-5	4.4e-10
331	1200	1.667080e-5	6.4e-10
331	1400	1.672710e-5	8.7e-10
331	1600	1.67850e-5	1.1e-9
331	1800	1.68447e-5	1.4e-9
331	2000	1.69062e-5	1.8e-9
331	2200	1.69696e-5	2.2e-9
331	2400	1.70350e-5	2.6e-9
331	2600	1.71025e-5	3.1e-9
331	2800	1.71723e-5	3.5e-9
331	3000	1.72445e-5	4.1e-9
331	3200	1.73192e-5	4.7e-9
331	3400	1.73966e-5	5.3e-9
331	3600	1.74768e-5	5.9e-9
331	3800	1.75601e-5	6.6e-9
331	4000	1.76467e-5	7.4e-9
331	4200	1.77368e-5	8.2e-9
331	4400	1.78306e-5	9.1e-9
331	4600	1.7928e-5	1e-8
331	4800	1.8031e-5	1.1e-8
331	5000	1.8137e-5	1.2e-8
331	5200	1.8249e-5	1.4e-8
331	5400	1.8367e-5	1.5e-8
331	5600	1.8491e-5	1.7e-8
331	5800	1.8621e-5	1.9e-8
331	6000	1.8758e-5	2.1e-8
331	6200	1.8904e-5	2.4e-8
331	6400	1.9058e-5	2.7e-8
331	6600	1.9222e-5	3.1e-8
331	6800	1.9397e-5	3.6e-8
331	7000	1.9585e-5	4.1e-8
331	7200	1.9787e-5	4.8e-8
331	7400	2.0004e-5	5.5e-8
331	7600	2.0240e-5	6.5e-8
331	7800	2.0497e-5	7.6e-8
331	8000	2.0777e-5	8.8e-8
331	8200	2.109e-5	1e-7
331	8400	2.143e-5	1.2e-7
331	8600	2.222e-5	2.6e-7
331	8800	2.269e-5	2.8e-7
331	9000	2.321e-5	2.9e-7
331	9200	2.380e-5	3.2e-7
331	9400	2.447e-5	3.4e-7
331	9600	2.524e-5	3.7e-7
331	9800	2.610e-5	4e-7
331	10000	2.706e-5	4.3e-7
332	0.05	1.64e-5	1.6e-6
332	200	1.6457900e-5	1.7e-11
332	400	1.6506800e-5	6.9e-11
332	600	1.655690e-5	1.6e-10
332	800	1.660850e-5	2.8e-10
332	1000	1.666140e-5	4.4e-10
332	1200	1.671590e-5	6.3e-10
332	1400	1.677190e-5	8.6e-10
332	1600	1.68295e-5	1.1e-9
332	1800	1.68888e-5	1.4e-9
332	2000	1.69499e-5	1.8e-9
332	2200	1.70129e-5	2.2e-9
332	2400	1.70779e-5	2.6e-9
332	2600	1.71450e-5	3e-9
332	2800	1.72144e-5	3.5e-9
332	3000	1.72860e-5	4e-9
332	3200	1.73601e-5	4.6e-9
332	3400	1.74369e-5	5.2e-9
332	3600	1.75165e-5	5.9e-9
332	3800	1.75990e-5	6.6e-9
332	4000	1.76848e-5	7.3e-9
332	4200	1.77739e-5	8.1e-9
332	4400	1.78667e-5	9e-9
332	4600	1.79635e-5	9.9e-9
332	4800	1.8064e-5	1.1e-8
332	5000	1.8170e-5	1.2e-8
332	5200	1.8280e-5	1.3e-8
332	5400	1.8396e-5	1.5e-8
332	5600	1.8518e-5	1.6e-8
332	5800	1.8646e-5	1.8e-8
332	6000	1.8781e-5	2.1e-8
332	6200	1.8923e-5	2.3e-8
332	6400	1.9074e-5	2.6e-8
332	6600	1.9235e-5	3e-8
332	6800	1.9405e-5	3.4e-8
332	7000	1.9588e-5	3.9e-8
332	7200	1.9783e-5	4.5e-8
332	7400	1.9994e-5	5.3e-8
332	7600	2.0221e-5	6.1e-8
332	7800	2.0467e-5	7.1e-8
332	8000	2.0735e-5	8.3e-8
332	8200	2.1029e-5	9.7e-8
332	8400	2.135e-5	1.1e-7
332	8600	2.211e-5	2.6e-7
332	8800	2.254e-5	2.7e-7
332	9000	2.302e-5	2.9e-7
332	9200	2.357e-5	3e-7
332	9400	2.418e-5	3.3e-7
332	9600	2.487e-5	3.5e-7
332	9800	2.564e-5	3.8e-7
332	10000	2.651e-5	4.1e-7
333	0.05	1.65e-5	1.6e-6
333	200	1.6504000e-5	1.7e-11
333	400	1.6552700e-5	6.8e-11
333	600	1.660270e-5	1.5e-10
333	800	1.665400e-5	2.8e-10
333	1000	1.670670e-5	4.3e-10
333	1200	1.676090e-5	6.2e-10
333	1400	1.681660e-5	8.5e-10
333	1600	1.68739e-5	1.1e-9
333	1800	1.69329e-5	1.4e-9
333	2000	1.69937e-5	1.8e-9
333	2200	1.70563e-5	2.1e-9
333	2400	1.71209e-5	2.5e-9
333	2600	1.71876e-5	3e-9
333	2800	1.72564e-5	3.5e-9
333	3000	1.73276e-5	4e-9
333	3200	1.74011e-5	4.5e-9
333	3400	1.74773e-5	5.1e-9
333	3600	1.75562e-5	5.8e-9
333	3800	1.76380e-5	6.5e-9
333	4000	1.77230e-5	7.2e-9
333	4200	1.78112e-5	8e-9
333	4400	1.79031e-5	8.8e-9
333	4600	1.79987e-5	9.8e-9
333	4800	1.8098e-5	1.1e-8
333	5000	1.8203e-5	1.2e-8
333	5200	1.8312e-5	1.3e-8
333	5400	1.8426e-5	1.5e-8
333	5600	1.8545e-5	1.6e-8
333	5800	1.8671e-5	1.8e-8
333	6000	1.8804e-5	2e-8
333	6200	1.8943e-5	2.3e-8
333	6400	1.9091e-5	2.5e-8
333	6600	1.9248e-5	2.9e-8
333	6800	1.9415e-5	3.3e-8
333	7000	1.9592e-5	3.8e-8
333	7200	1.9782e-5	4.3e-8
333	7400	1.9986e-5	5e-8
333	7600	2.0205e-5	5.8e-8
333	7800	2.0442e-5	6.7e-8
333	8000	2.0699e-5	7.8e-8
333	8200	2.0979e-5	9.1e-8
333	8400	2.129e-5	1e-7
333	8600	2.201e-5	2.6e-7
333	8800	2.241e-5	2.7e-7
333	9000	2.286e-5	2.8e-7
333	9200	2.336e-5	2.9e-7
333	9400	2.393e-5	3.1e-7
333	9600	2.455e-5	3.4e-7
333	9800	2.526e-5	3.6e-7
333	10000	2.604e-5	3.9e-7
334	0.05	1.65e-5	1.7e-6
334	200	1.6550100e-5	1.7e-11
334	400	1.6598600e-5	6.8e-11
334	600	1.664830e-5	1.5e-10
334	800	1.669940e-5	2.7e-10
334	1000	1.675190e-5	4.3e-10
334	1200	1.680580e-5	6.2e-10
334	1400	1.686130e-5	8.4e-10
334	1600	1.69183e-5	1.1e-9
334	1800	1.69770e-5	1.4e-9
334	2000	1.70374e-5	1.7e-9
334	2200	1.70997e-5	2.1e-9
334	2400	1.71639e-5	2.5e-9
334	2600	1.72301e-5	3e-9
334	2800	1.72985e-5	3.4e-9
334	3000	1.73691e-5	3.9e-9
334	3200	1.74421e-5	4.5e-9
334	3400	1.75177e-5	5.1e-9
334	3600	1.75960e-5	5.7e-9
334	3800	1.76771e-5	6.4e-9
334	4000	1.77612e-5	7.1e-9
334	4200	1.78486e-5	7.9e-9
334	4400	1.79395e-5	8.7e-9
334	4600	1.80341e-5	9.6e-9
334	4800	1.8133e-5	1.1e-8
334	5000	1.8236e-5	1.2e-8
334	5200	1.8343e-5	1.3e-8
334	5400	1.8456e-5	1.4e-8
334	5600	1.8573e-5	1.6e-8
334	5800	1.8697e-5	1.8e-8
334	6000	1.8827e-5	2e-8
334	6200	1.8965e-5	2.2e-8
334	6400	1.9109e-5	2.5e-8
334	6600	1.9263e-5	2.8e-8
334	6800	1.9425e-5	3.2e-8
334	7000	1.9599e-5	3.6e-8
334	7200	1.9783e-5	4.2e-8
334	7400	1.9981e-5	4.8e-8
334	7600	2.0193e-5	5.5e-8
334	7800	2.0421e-5	6.4e-8
334	8000	2.0668e-5	7.4e-8
334	8200	2.0936e-5	8.5e-8
334	8400	2.1228e-5	9.8e-8
334	8600	2.192e-5	2.5e-7
334	8800	2.230e-5	2.6e-7
334	9000	2.272e-5	2.7e-7
334	9200	2.319e-5	2.9e-7
334	9400	2.371e-5	3e-7
334	9600	2.428e-5	3.2e-7
334	9800	2.492e-5	3.5e-7
334	10000	2.564e-5	3.7e-7
335	0.05	1.65e-5	1.7e-6
335	200	1.6596100e-5	1.7e-11
335	400	1.6644400e-5	6.7e-11
335	600	1.669400e-5	1.5e-10
335	800	1.674480e-5	2.7e-10
335	1000	1.679710e-5	4.2e-10
335	1200	1.685070e-5	6.1e-10
335	1400	1.690590e-5	8.3e-10
335	1600	1.69626e-5	1.1e-9
335	1800	1.70210e-5	1.4e-9
335	2000	1.70811e-5	1.7e-9
335	2200	1.71430e-5	2.1e-9
335	2400	1.72068e-5	2.5e-9
335	2600	1.72726e-5	2.9e-9
335	2800	1.73405e-5	3.4e-9
335	3000	1.74107e-5	3.9e-9
335	3200	1.74832e-5	4.4e-9
335	3400	1.75581e-5	5e-9
335	3600	1.76358e-5	5.6e-9
335	3800	1.77162e-5	6.3e-9
335	4000	1.77995e-5	7e-9
335	4200	1.78861e-5	7.8e-9
335	4400	1.79760e-5	8.6e-9
335	4600	1.80696e-5	9.5e-9
335	4800	1.8167e-5	1e-8
335	5000	1.8269e-5	1.2e-8
335	5200	1.8375e-5	1.3e-8
335	5400	1.8486e-5	1.4e-8
335	5600	1.8602e-5	1.5e-8
335	5800	1.8724e-5	1.7e-8
335	6000	1.8852e-5	1.9e-8
335	6200	1.8986e-5	2.1e-8
335	6400	1.9128e-5	2.4e-8
335	6600	1.9278e-5	2.7e-8
335	6800	1.9437e-5	3.1e-8
335	7000	1.9606e-5	3.5e-8
335	7200	1.9786e-5	4e-8
335	7400	1.9978e-5	4.6e-8
335	7600	2.0183e-5	5.2e-8
335	7800	2.0403e-5	6e-8
335	8000	2.0641e-5	7e-8
335	8200	2.0898e-5	8e-8
335	8400	2.1177e-5	9.2e-8
335	8600	2.184e-5	2.5e-7
335	8800	2.220e-5	2.6e-7
335	9000	2.260e-5	2.7e-7
335	9200	2.303e-5	2.8e-7
335	9400	2.352e-5	2.9e-7
335	9600	2.405e-5	3.1e-7
335	9800	2.464e-5	3.3e-7
335	10000	2.529e-5	3.5e-7
336	0.05	1.66e-5	1.7e-6
336	200	1.6642100e-5	1.6e-11
336	400	1.6690200e-5	6.6e-11
336	600	1.673960e-5	1.5e-10
336	800	1.679020e-5	2.7e-10
336	1000	1.684220e-5	4.2e-10
336	1200	1.689560e-5	6e-10
336	1400	1.695050e-5	8.3e-10
336	1600	1.70069e-5	1.1e-9
336	1800	1.70650e-5	1.4e-9
336	2000	1.71248e-5	1.7e-9
336	2200	1.71863e-5	2.1e-9
336	2400	1.72497e-5	2.5e-9
336	2600	1.73151e-5	2.9e-9
336	2800	1.73826e-5	3.4e-9
336	3000	1.74522e-5	3.9e-9
336	3200	1.75242e-5	4.4e-9
336	3400	1.75986e-5	5e-9
336	3600	1.76756e-5	5.6e-9
336	3800	1.77553e-5	6.2e-9
336	4000	1.78379e-5	6.9e-9
336	4200	1.79237e-5	7.7e-9
336	4400	1.80127e-5	8.5e-9
336	4600	1.81053e-5	9.4e-9
336	4800	1.8202e-5	1e-8
336	5000	1.8302e-5	1.1e-8
336	5200	1.8407e-5	1.2e-8
336	5400	1.8516e-5	1.4e-8
336	5600	1.8631e-5	1.5e-8
336	5800	1.8751e-5	1.7e-8
336	6000	1.8876e-5	1.9e-8
336	6200	1.9009e-5	2.1e-8
336	6400	1.9148e-5	2.3e-8
336	6600	1.9295e-5	2.6e-8
336	6800	1.9451e-5	3e-8
336	7000	1.9615e-5	3.4e-8
336	7200	1.9790e-5	3.8e-8
336	7400	1.9977e-5	4.4e-8
336	7600	2.0176e-5	5e-8
336	7800	2.0389e-5	5.7e-8
336	8000	2.0618e-5	6.6e-8
336	8200	2.0865e-5	7.6e-8
336	8400	2.1132e-5	8.7e-8
336	8600	2.177e-5	2.5e-7
336	8800	2.212e-5	2.6e-7
336	9000	2.249e-5	2.7e-7
336	9200	2.290e-5	2.8e-7
336	9400	2.335e-5	2.9e-7
336	9600	2.384e-5	3e-7
336	9800	2.439e-5	3.2e-7
336	10000	2.499e-5	3.4e-7
337	0.05	1.66e-5	1.7e-6
337	200	1.6688100e-5	1.6e-11
337	400	1.6736000e-5	6.5e-11
337	600	1.678510e-5	1.5e-10
337	800	1.683550e-5	2.6e-10
337	1000	1.688730e-5	4.1e-10
337	1200	1.694040e-5	6e-10
337	1400	1.699510e-5	8.2e-10
337	1600	1.70512e-5	1.1e-9
337	1800	1.71090e-5	1.4e-9
337	2000	1.71684e-5	1.7e-9
337	2200	1.72296e-5	2e-9
337	2400	1.72927e-5	2.4e-9
337	2600	1.73576e-5	2.9e-9
337	2800	1.74247e-5	3.3e-9
337	3000	1.74938e-5	3.8e-9
337	3200	1.75653e-5	4.3e-9
337	3400	1.76391e-5	4.9e-9
337	3600	1.77155e-5	5.5e-9
337	3800	1.77945e-5	6.2e-9
337	4000	1.78764e-5	6.8e-9
